pair_id,rna_type,reference_file_name,dinoknot_file_name,TP,FP,FN,TN,TPR,PPV,MCC
18,srna_ref,18_filtered_srna_ref_output.bpseq,18_filtered_srna_dinoknot_output.bpseq,25.0,1.5,2.5,2246115.0,0.9090909090909092,0.9433962264150944,0.9260838467655816
97,srna_ref,97_filtered_srna_ref_output.bpseq,97_filtered_srna_dinoknot_output.bpseq,0.0,6.5,2.5,471906.0,0.0,0.0,-8.542147026153216e-06
99,srna_ref,99_filtered_srna_ref_output.bpseq,99_filtered_srna_dinoknot_output.bpseq,17.0,0.0,0.0,1921763.0,1.0,1.0,1.0
13,srna_ref,13_filtered_srna_ref_output.bpseq,13_filtered_srna_dinoknot_output.bpseq,10.0,2.0,1.0,320390.0,0.9090909090909092,0.8333333333333334,0.8703836614919989
4,srna_ref,4_filtered_srna_ref_output.bpseq,4_filtered_srna_dinoknot_output.bpseq,0.0,10.0,4.5,427350.0,0.0,0.0,-1.569694660062104e-05
16,srna_ref,16_filtered_srna_ref_output.bpseq,16_filtered_srna_dinoknot_output.bpseq,0.0,4.5,1.5,307720.0,0.0,0.0,-8.442905507174252e-06
106,srna_ref,106_filtered_srna_ref_output.bpseq,106_filtered_srna_dinoknot_output.bpseq,12.0,0.0,0.0,318789.0,1.0,1.0,1.0
73,srna_ref,73_filtered_srna_ref_output.bpseq,73_filtered_srna_dinoknot_output.bpseq,0.0,7.5,11.5,557040.0,0.0,0.0,-1.667192558392605e-05
66,srna_ref,66_filtered_srna_ref_output.bpseq,66_filtered_srna_dinoknot_output.bpseq,0.0,21.0,8.0,899811.0,0.0,0.0,-1.44044388574828e-05
107,srna_ref,107_filtered_srna_ref_output.bpseq,107_filtered_srna_dinoknot_output.bpseq,14.0,0.0,0.0,472864.0,1.0,1.0,1.0
43,srna_ref,43_filtered_srna_ref_output.bpseq,43_filtered_srna_dinoknot_output.bpseq,14.0,12.5,6.5,2013007.0,0.6829268292682927,0.5283018867924528,0.600654681800265
38,srna_ref,38_filtered_srna_ref_output.bpseq,38_filtered_srna_dinoknot_output.bpseq,20.0,1.0,2.0,2273758.0,0.9090909090909092,0.9523809523809524,0.9304835556349896
52,srna_ref,52_filtered_srna_ref_output.bpseq,52_filtered_srna_dinoknot_output.bpseq,0.0,10.5,7.5,789396.0,0.0,0.0,-1.124152960098485e-05
86,srna_ref,86_filtered_srna_ref_output.bpseq,86_filtered_srna_dinoknot_output.bpseq,0.0,19.5,11.0,517653.0,0.0,0.0,-2.8291900297865264e-05
84,srna_ref,84_filtered_srna_ref_output.bpseq,84_filtered_srna_dinoknot_output.bpseq,15.0,0.0,0.0,1143813.0,1.0,1.0,1.0
70,srna_ref,70_filtered_srna_ref_output.bpseq,70_filtered_srna_dinoknot_output.bpseq,0.0,22.5,7.5,891780.0,0.0,0.0,-1.4566555158109176e-05
53,srna_ref,53_filtered_srna_ref_output.bpseq,53_filtered_srna_dinoknot_output.bpseq,16.0,2.5,6.0,1143812.0,0.7272727272727273,0.8648648648648649,0.7930869584864647
108,srna_ref,108_filtered_srna_ref_output.bpseq,108_filtered_srna_dinoknot_output.bpseq,8.0,0.0,0.0,1637137.0,1.0,1.0,1.0
79,srna_ref,79_filtered_srna_ref_output.bpseq,79_filtered_srna_dinoknot_output.bpseq,0.0,8.5,3.0,1024596.0,0.0,0.0,-4.928502678430158e-06
91,srna_ref,91_filtered_srna_ref_output.bpseq,91_filtered_srna_dinoknot_output.bpseq,0.0,4.0,3.0,1594005.0,0.0,0.0,-2.173201469840296e-06
3,srna_ref,3_filtered_srna_ref_output.bpseq,3_filtered_srna_dinoknot_output.bpseq,0.0,15.5,7.0,1967136.0,0.0,0.0,-5.295146729877054e-06
10,srna_ref,10_filtered_srna_ref_output.bpseq,10_filtered_srna_dinoknot_output.bpseq,9.0,0.5,0.5,407244.0,0.9473684210526316,0.9473684210526316,0.9473671932889662
67,srna_ref,67_filtered_srna_ref_output.bpseq,67_filtered_srna_dinoknot_output.bpseq,0.0,19.0,4.0,2816751.0,0.0,0.0,-3.094970870675909e-06
68,srna_ref,68_filtered_srna_ref_output.bpseq,68_filtered_srna_dinoknot_output.bpseq,19.0,0.0,0.0,533009.0,1.0,1.0,1.0
55,srna_ref,55_filtered_srna_ref_output.bpseq,55_filtered_srna_dinoknot_output.bpseq,0.0,8.0,4.0,595686.0,0.0,0.0,-9.496273660758014e-06
102,srna_ref,102_filtered_srna_ref_output.bpseq,102_filtered_srna_dinoknot_output.bpseq,0.0,33.0,12.0,2386020.0,0.0,0.0,-8.340064664533461e-06
100,srna_ref,100_filtered_srna_ref_output.bpseq,100_filtered_srna_dinoknot_output.bpseq,0.0,7.5,3.5,1113778.0,0.0,0.0,-4.60006400075783e-06
19,srna_ref,19_filtered_srna_ref_output.bpseq,19_filtered_srna_dinoknot_output.bpseq,18.0,2.5,5.0,3600568.0,0.782608695652174,0.8780487804878049,0.8289553150649809
54,srna_ref,54_filtered_srna_ref_output.bpseq,54_filtered_srna_dinoknot_output.bpseq,12.0,0.0,0.0,1121241.0,1.0,1.0,1.0
2,srna_ref,2_filtered_srna_ref_output.bpseq,2_filtered_srna_dinoknot_output.bpseq,0.0,6.5,3.5,1457778.0,0.0,0.0,-3.271883405889116e-06
35,srna_ref,35_filtered_srna_ref_output.bpseq,35_filtered_srna_dinoknot_output.bpseq,0.0,8.0,5.0,1296855.0,0.0,0.0,-4.876816314109864e-06
28,srna_ref,28_filtered_srna_ref_output.bpseq,28_filtered_srna_dinoknot_output.bpseq,16.0,1.0,0.5,2222870.0,0.9696969696969696,0.9411764705882352,0.9553299586821382
47,srna_ref,47_filtered_srna_ref_output.bpseq,47_filtered_srna_dinoknot_output.bpseq,0.0,13.0,4.0,2648451.0,0.0,0.0,-2.7227535670975475e-06
65,srna_ref,65_filtered_srna_ref_output.bpseq,65_filtered_srna_dinoknot_output.bpseq,0.0,13.5,3.5,613278.0,0.0,0.0,-1.1208242057606366e-05
6,srna_ref,6_filtered_srna_ref_output.bpseq,6_filtered_srna_dinoknot_output.bpseq,12.0,0.0,0.0,1602933.0,1.0,1.0,1.0
1,srna_ref,1_filtered_srna_ref_output.bpseq,1_filtered_srna_dinoknot_output.bpseq,0.0,14.0,9.5,998991.0,0.0,0.0,-1.1544074923417424e-05
24,srna_ref,24_filtered_srna_ref_output.bpseq,24_filtered_srna_dinoknot_output.bpseq,0.0,28.0,10.5,1657110.0,0.0,0.0,-1.0347067496226543e-05
63,srna_ref,63_filtered_srna_ref_output.bpseq,63_filtered_srna_dinoknot_output.bpseq,0.0,20.5,3.5,2831010.0,0.0,0.0,-2.992042157597817e-06
40,srna_ref,40_filtered_srna_ref_output.bpseq,40_filtered_srna_dinoknot_output.bpseq,0.0,29.0,2.5,1530375.0,0.0,0.0,-5.563738008271632e-06
41,srna_ref,41_filtered_srna_ref_output.bpseq,41_filtered_srna_dinoknot_output.bpseq,9.0,0.0,2.0,770652.0,0.8181818181818182,1.0,0.9045328600099072
75,srna_ref,75_filtered_srna_ref_output.bpseq,75_filtered_srna_dinoknot_output.bpseq,9.0,7.5,5.0,976494.0,0.6428571428571429,0.5454545454545454,0.5921502087253514
37,srna_ref,37_filtered_srna_ref_output.bpseq,37_filtered_srna_dinoknot_output.bpseq,0.0,9.5,11.5,434778.0,0.0,0.0,-2.4039900963827427e-05
85,srna_ref,85_filtered_srna_ref_output.bpseq,85_filtered_srna_dinoknot_output.bpseq,11.0,0.0,1.0,1241089.0,0.9166666666666666,1.0,0.9574267220360032
76,srna_ref,76_filtered_srna_ref_output.bpseq,76_filtered_srna_dinoknot_output.bpseq,0.0,14.5,14.0,1340703.0,0.0,0.0,-1.0627003455631868e-05
93,srna_ref,93_filtered_srna_ref_output.bpseq,93_filtered_srna_dinoknot_output.bpseq,6.0,10.5,2.0,349860.0,0.75,0.3636363636363636,0.5222184144257243
44,srna_ref,44_filtered_srna_ref_output.bpseq,44_filtered_srna_dinoknot_output.bpseq,0.0,23.0,12.5,2013021.0,0.0,0.0,-8.422999784713946e-06
32,srna_ref,32_filtered_srna_ref_output.bpseq,32_filtered_srna_dinoknot_output.bpseq,0.0,13.5,11.0,1953276.0,0.0,0.0,-6.238740035914534e-06
33,srna_ref,33_filtered_srna_ref_output.bpseq,33_filtered_srna_dinoknot_output.bpseq,9.0,13.0,6.0,1023156.0,0.6,0.4090909090909091,0.4954248977086441
58,srna_ref,58_filtered_srna_ref_output.bpseq,58_filtered_srna_dinoknot_output.bpseq,13.0,0.0,0.0,393815.0,1.0,1.0,1.0
48,srna_ref,48_filtered_srna_ref_output.bpseq,48_filtered_srna_dinoknot_output.bpseq,0.0,16.0,9.5,1499046.0,0.0,0.0,-8.224379468761267e-06
87,srna_ref,87_filtered_srna_ref_output.bpseq,87_filtered_srna_dinoknot_output.bpseq,0.0,11.0,4.0,517653.0,0.0,0.0,-1.28138994203004e-05
34,srna_ref,34_filtered_srna_ref_output.bpseq,34_filtered_srna_dinoknot_output.bpseq,0.0,13.5,9.5,1277601.0,0.0,0.0,-8.86399565824536e-06
22,srna_ref,22_filtered_srna_ref_output.bpseq,22_filtered_srna_dinoknot_output.bpseq,20.0,7.5,3.0,317186.0,0.8695652173913043,0.7272727272727273,0.7952267894920215
101,srna_ref,101_filtered_srna_ref_output.bpseq,101_filtered_srna_dinoknot_output.bpseq,0.0,14.0,6.0,897130.0,0.0,0.0,-1.0215965612950907e-05
64,srna_ref,64_filtered_srna_ref_output.bpseq,64_filtered_srna_dinoknot_output.bpseq,17.0,0.5,0.5,539224.0,0.9714285714285714,0.9714285714285714,0.9714276441710006
46,srna_ref,46_filtered_srna_ref_output.bpseq,46_filtered_srna_dinoknot_output.bpseq,12.0,5.0,3.0,1523373.0,0.8,0.7058823529411765,0.7514665595211947
94,srna_ref,94_filtered_srna_ref_output.bpseq,94_filtered_srna_dinoknot_output.bpseq,8.0,9.5,3.5,1287202.0,0.6956521739130435,0.4571428571428571,0.5639212329797783
80,srna_ref,80_filtered_srna_ref_output.bpseq,80_filtered_srna_dinoknot_output.bpseq,0.0,28.0,16.0,1098903.0,0.0,0.0,-1.92606506256862e-05
88,srna_ref,88_filtered_srna_ref_output.bpseq,88_filtered_srna_dinoknot_output.bpseq,0.0,15.0,1.0,924120.0,0.0,0.0,-4.190959852226667e-06
25,srna_ref,25_filtered_srna_ref_output.bpseq,25_filtered_srna_dinoknot_output.bpseq,0.0,15.5,15.5,1830741.0,0.0,0.0,-8.466445428433546e-06
61,srna_ref,61_filtered_srna_ref_output.bpseq,61_filtered_srna_dinoknot_output.bpseq,0.0,9.5,3.5,1049076.0,0.0,0.0,-5.49649936716986e-06
72,srna_ref,72_filtered_srna_ref_output.bpseq,72_filtered_srna_dinoknot_output.bpseq,0.0,3.5,3.5,3096316.0,0.0,0.0,-1.1303743040729486e-06
56,srna_ref,56_filtered_srna_ref_output.bpseq,56_filtered_srna_dinoknot_output.bpseq,0.0,6.5,2.5,914628.0,0.0,0.0,-4.407375502356315e-06
42,srna_ref,42_filtered_srna_ref_output.bpseq,42_filtered_srna_dinoknot_output.bpseq,15.0,5.5,4.5,160446.0,0.7692307692307693,0.7317073170731707,0.750203390949537
77,srna_ref,77_filtered_srna_ref_output.bpseq,77_filtered_srna_dinoknot_output.bpseq,0.0,5.0,3.0,1432278.0,0.0,0.0,-2.7040648044228447e-06
45,srna_ref,45_filtered_srna_ref_output.bpseq,45_filtered_srna_dinoknot_output.bpseq,19.0,3.0,5.5,1263236.0,0.7755102040816326,0.8636363636363636,0.8183846193229829
11,srna_ref,11_filtered_srna_ref_output.bpseq,11_filtered_srna_dinoknot_output.bpseq,11.0,9.5,4.5,406340.0,0.7096774193548387,0.5365853658536586,0.6170754524185798
82,srna_ref,82_filtered_srna_ref_output.bpseq,82_filtered_srna_dinoknot_output.bpseq,12.0,0.0,0.0,1076766.0,1.0,1.0,1.0
17,srna_ref,17_filtered_srna_ref_output.bpseq,17_filtered_srna_dinoknot_output.bpseq,0.0,10.5,6.0,689725.0,0.0,0.0,-1.1507715385964072e-05
90,srna_ref,90_filtered_srna_ref_output.bpseq,90_filtered_srna_dinoknot_output.bpseq,7.0,6.5,2.5,771896.0,0.7368421052631579,0.5185185185185185,0.6181096375674303
8,srna_ref,8_filtered_srna_ref_output.bpseq,8_filtered_srna_dinoknot_output.bpseq,0.0,7.5,5.5,407253.0,0.0,0.0,-1.5770328965566e-05
21,srna_ref,21_filtered_srna_ref_output.bpseq,21_filtered_srna_dinoknot_output.bpseq,0.0,5.0,3.0,503506.0,0.0,0.0,-7.691969069561787e-06
31,srna_ref,31_filtered_srna_ref_output.bpseq,31_filtered_srna_dinoknot_output.bpseq,0.0,12.0,15.0,972315.0,0.0,0.0,-1.3798225460854744e-05
96,srna_ref,96_filtered_srna_ref_output.bpseq,96_filtered_srna_dinoknot_output.bpseq,0.0,8.5,3.5,1456071.0,0.0,0.0,-3.745925563913101e-06
26,srna_ref,26_filtered_srna_ref_output.bpseq,26_filtered_srna_dinoknot_output.bpseq,0.0,10.5,4.5,1825005.0,0.0,0.0,-3.766474773429249e-06
95,srna_ref,95_filtered_srna_ref_output.bpseq,95_filtered_srna_dinoknot_output.bpseq,0.0,7.0,2.0,303810.0,0.0,0.0,-1.2315598455309466e-05
20,srna_ref,20_filtered_srna_ref_output.bpseq,20_filtered_srna_dinoknot_output.bpseq,0.0,16.5,15.0,543403.0,0.0,0.0,-2.895029426674596e-05
14,srna_ref,14_filtered_srna_ref_output.bpseq,14_filtered_srna_dinoknot_output.bpseq,21.0,0.0,1.0,951489.0,0.9545454545454546,1.0,0.9770079075085436
78,srna_ref,78_filtered_srna_ref_output.bpseq,78_filtered_srna_dinoknot_output.bpseq,7.0,3.5,0.5,3541784.0,0.9333333333333332,0.6666666666666666,0.7888101366368127
103,srna_ref,103_filtered_srna_ref_output.bpseq,103_filtered_srna_dinoknot_output.bpseq,21.0,8.5,5.5,1212882.0,0.7924528301886793,0.711864406779661,0.7510728204568353
98,srna_ref,98_filtered_srna_ref_output.bpseq,98_filtered_srna_dinoknot_output.bpseq,0.0,10.5,3.5,1122751.0,0.0,0.0,-5.399362842678944e-06
105,srna_ref,105_filtered_srna_ref_output.bpseq,105_filtered_srna_dinoknot_output.bpseq,10.0,5.5,2.0,633365.0,0.8333333333333334,0.6451612903225806,0.7332299603826952
9,srna_ref,9_filtered_srna_ref_output.bpseq,9_filtered_srna_dinoknot_output.bpseq,10.0,0.0,1.0,737495.0,0.9090909090909092,1.0,0.9534619428265524
7,srna_ref,7_filtered_srna_ref_output.bpseq,7_filtered_srna_dinoknot_output.bpseq,12.0,0.0,0.0,1597566.0,1.0,1.0,1.0
